"season","week","offense_team","games_played","total_plays","pass_plays","run_plays","pass_rate","avg_yards_per_play","avg_yards_per_pass","avg_yards_per_run","avg_epa_per_play","avg_epa_pass","avg_epa_run","success_rate","explosive_play_rate","stuff_rate","sack_rate","turnovers_lost","turnover_rate","touchdowns","third_down_attempts","third_down_conversions","third_down_rate","red_zone_plays","red_zone_tds","red_zone_td_rate","two_min_plays","two_min_epa","plays_per_game","seconds_per_play","roll3_epa","roll3_success_rate","roll3_explosive_rate","roll3_third_down","roll3_red_zone_td","roll3_pace"
2025,3,"DET",1,64,28,36,0.4375,6.1875,7.21428571428571,5.38888888888889,0.338273316107837,0.508923798444892,0.205545163179017,0.578125,0.078125,0.234375,0,0,0,4,14,7,0.5,17,4,0.235294117647059,7,0.317325116518103,64,NA,0.218074031536238,0.514182516876482,0.0940949416164933,0.411111111111111,0.229072398190045,61.6666666666667
2025,4,"DET",1,52,27,25,0.519230769230769,5.03846153846154,6.22222222222222,3.76,-0.150018478309198,-0.0378559017237183,-0.271154061021516,0.384615384615385,0.0961538461538462,0.346153846153846,0,1,0.0192307692307692,3,14,6,0.428571428571429,9,3,0.333333333333333,5,0.13350646127917,52,NA,0.199248358568451,0.504821507515473,0.115564213085765,0.442857142857143,0.314542483660131,58
2025,5,"DET",1,57,28,29,0.491228070175439,6.3859649122807,8.82142857142857,4.03448275862069,0.229853172576169,0.46474630837994,0.00305980007597727,0.526315789473684,0.087719298245614,0.210526315789474,0.142857142857143,1,0.0175438596491228,5,7,2,0.285714285714286,14,5,0.357142857142857,0,NA,57,NA,0.139369336791603,0.49635205802969,0.0873327147998201,0.404761904761905,0.30859010270775,57.6666666666667
2025,6,"DET",1,53,30,23,0.566037735849057,5.60377358490566,6.63333333333333,4.26086956521739,0.112325160200752,0.223771712703941,-0.0330399082816692,0.528301886792453,0.0943396226415094,0.169811320754717,0.0333333333333333,0,0,2,11,5,0.454545454545455,7,1,0.142857142857143,3,-0.141365885773363,53,NA,0.0640532848225743,0.479744353627174,0.0927375890136565,0.38961038961039,0.277777777777778,54
2025,1,"GB",1,44,22,22,0.5,5.97727272727273,8.54545454545454,3.40909090909091,0.200990506103204,0.457513375092303,-0.0555323628858954,0.431818181818182,0.113636363636364,0.25,0,0,0,3,10,4,0.4,13,3,0.230769230769231,3,-0.103945721794541,44,NA,NA,NA,NA,NA,NA,NA
2025,2,"GB",1,61,33,28,0.540983606557377,6.65573770491803,8.15151515151515,4.89285714285714,0.161024007124766,0.201890309392416,0.112860150880751,0.508196721311475,0.0983606557377049,0.245901639344262,0.0606060606060606,0,0,3,12,5,0.416666666666667,13,3,0.230769230769231,2,0.740164913938451,61,NA,NA,NA,NA,NA,NA,NA
2025,3,"GB",1,59,29,30,0.491525423728814,3.86440677966102,5.03448275862069,2.73333333333333,-0.0781918559753645,-0.0280499208284626,-0.126662393284036,0.372881355932203,0.0508474576271186,0.305084745762712,0.172413793103448,1,0.0169491525423729,1,18,10,0.555555555555556,6,1,0.166666666666667,3,-0.265901018953944,59,NA,0.0946075524175353,0.437632086353954,0.0876148256670624,0.457407407407407,0.209401709401709,54.6666666666667
2025,4,"GB",1,75,43,32,0.573333333333333,6.26666666666667,7.72093023255814,4.3125,0.316426580619641,0.473505151483722,0.105352251021031,0.546666666666667,0.106666666666667,0.253333333333333,0.0232558139534884,1,0.0133333333333333,5,13,9,0.692307692307692,18,5,0.277777777777778,19,0.0803722453586687,75,NA,0.133086243923014,0.475914914636782,0.0852915933438301,0.554843304843305,0.225071225071225,65
2025,6,"GB",1,59,27,32,0.457627118644068,6.93220338983051,9.48148148148148,4.78125,0.208029896680662,0.272448597907226,0.153676617520749,0.576271186440678,0.169491525423729,0.220338983050847,0.037037037037037,1,0.0169491525423729,3,11,5,0.454545454545455,6,3,0.5,4,-0.712523784989323,59,NA,0.14875487377498,0.498606403013183,0.109001883239171,0.567469567469567,0.314814814814815,64.3333333333333
2025,1,"HOU",1,56,30,26,0.535714285714286,4.64285714285714,5.03333333333333,4.19230769230769,-0.158999286285687,-0.286607832490679,-0.011758656049157,0.357142857142857,0.0892857142857143,0.232142857142857,0.1,2,0.0357142857142857,0,9,2,0.222222222222222,4,0,0,6,-0.38264895239562,56,NA,NA,NA,NA,NA,NA,NA
2025,2,"HOU",1,45,28,17,0.622222222222222,5.86666666666667,6.5,4.82352941176471,-0.0758094959766667,-0.16005295059021,0.0629444292691701,0.377777777777778,0.155555555555556,0.444444444444444,0.107142857142857,0,0,2,9,2,0.222222222222222,8,0,0,4,-0.333290713344468,45,NA,NA,NA,NA,NA,NA,NA
2025,3,"HOU",1,55,38,17,0.690909090909091,4.58181818181818,4.36842105263158,5.05882352941176,-0.256140440431268,-0.317870619058518,-0.118155335264472,0.309090909090909,0.0363636363636364,0.327272727272727,0.0526315789473684,3,0.0545454545454545,1,14,3,0.214285714285714,3,0,0,11,-0.169783056523143,55,NA,-0.163649740897874,0.348003848003848,0.0937349687349687,0.21957671957672,0,52
2025,4,"HOU",1,66,31,35,0.46969696969697,5.34848484848485,7.2258064516129,3.68571428571429,0.149970437206351,0.264885497822383,0.0481885263750086,0.409090909090909,0.106060606060606,0.227272727272727,0.0645161290322581,0,0,3,15,6,0.4,3,2,0.666666666666667,1,-1.40074841643218,66,NA,-0.0606598330671944,0.365319865319865,0.0993265993265993,0.278835978835979,0.222222222222222,55.3333333333333
2025,5,"HOU",1,60,32,28,0.533333333333333,5.9,6.34375,5.39285714285714,0.325243124661281,0.472889450218219,0.156504466881922,0.583333333333333,0.0833333333333333,0.183333333333333,0.0625,0,0,5,11,6,0.545454545454545,12,4,0.333333333333333,5,0.77674564034678,60,NA,0.0730243738121214,0.433838383838384,0.0752525252525253,0.386580086580087,0.333333333333333,60.3333333333333
2025,1,"IND",1,69,30,39,0.434782608695652,5.89855072463768,8.73333333333333,3.71794871794872,0.25046856612633,0.433257111702766,0.109861992605995,0.521739130434783,0.130434782608696,0.217391304347826,0.0333333333333333,0,0,3,15,7,0.466666666666667,19,2,0.105263157894737,4,0.275285628897472,69,NA,NA,NA,NA,NA,NA,NA
2025,2,"IND",1,65,34,31,0.523076923076923,7.09230769230769,8.70588235294118,5.32258064516129,0.123371020905888,0.27618994611219,-0.0442368325461849,0.476923076923077,0.0923076923076923,0.261538461538462,0.0294117647058824,0,0,2,13,6,0.461538461538462,18,2,0.111111111111111,11,0.430473715569612,65,NA,NA,NA,NA,NA,NA,NA
2025,3,"IND",1,50,25,25,0.5,7.36,9.12,5.6,0.393653153349206,0.432745605889447,0.354560700808966,0.56,0.1,0.16,0,0,0,4,7,2,0.285714285714286,7,3,0.428571428571429,4,0.231238442681502,50,NA,0.255830913460475,0.519554069119286,0.107580824972129,0.404639804639805,0.214981899192425,61.3333333333333
2025,4,"IND",1,53,34,19,0.641509433962264,5.88679245283019,6.79411764705882,4.26315789473684,-0.122788624467033,-0.161162445274053,-0.0541196819702612,0.452830188679245,0.0943396226415094,0.30188679245283,0.0588235294117647,3,0.0566037735849057,2,12,4,0.333333333333333,5,2,0.4,4,-0.63295266770001,53,NA,0.131411849929354,0.496584421867441,0.0955491049830672,0.36019536019536,0.313227513227513,56
2025,5,"IND",1,61,35,26,0.573770491803279,5.22950819672131,6.31428571428571,3.76923076923077,0.2768333146738,0.305217039953911,0.238624453719804,0.508196721311475,0.0655737704918033,0.262295081967213,0,0,0,6,10,8,0.8,22,6,0.272727272727273,11,0.253967836058699,61,NA,0.182565947851991,0.507008969996907,0.0866377977111042,0.473015873015873,0.367099567099567,54.6666666666667
2025,6,"IND",1,56,31,25,0.553571428571429,6.375,6.61290322580645,6.08,0.149323539894745,0.091878162157274,0.220555808289209,0.535714285714286,0.142857142857143,0.232142857142857,0.032258064516129,1,0.0178571428571429,4,8,4,0.5,13,4,0.307692307692308,8,-0.123143383170827,56,NA,0.101122743367171,0.498913731901669,0.100923511996819,0.544444444444445,0.326806526806527,56.6666666666667
2025,1,"JAX",1,58,29,29,0.5,6.51724137931035,6.13793103448276,6.89655172413793,0.206104288636796,0.110282555631729,0.301926021641864,0.5,0.120689655172414,0.241379310344828,0,1,0.0172413793103448,2,12,5,0.416666666666667,11,2,0.181818181818182,6,0.704499654334728,58,NA,NA,NA,NA,NA,NA,NA
2025,2,"JAX",1,68,42,26,0.617647058823529,5.80882352941176,6.16666666666667,5.23076923076923,0.0944758392265685,0.09278965024659,0.0971996829634568,0.5,0.0588235294117647,0.294117647058824,0.0238095238095238,2,0.0294117647058824,3,12,6,0.5,18,3,0.166666666666667,4,-0.232656972868426,68,NA,NA,NA,NA,NA,NA,NA
2025,3,"JAX",1,65,42,23,0.646153846153846,4.49230769230769,4.88095238095238,3.78260869565217,-0.163264141246134,-0.227295375923185,-0.0463375387923877,0.369230769230769,0.0615384615384615,0.4,0.0476190476190476,1,0.0153846153846154,2,15,4,0.266666666666667,6,2,0.333333333333333,7,0.683034538249818,65,NA,0.045771995539077,0.456410256410256,0.0803505487075467,0.394444444444444,0.227272727272727,63.6666666666667
2025,4,"JAX",1,58,30,28,0.517241379310345,5.48275862068965,5.56666666666667,5.39285714285714,0.0700353120803944,0.13672575986615,-0.00141873911862993,0.46551724137931,0.0862068965517241,0.293103448275862,0,0,0,2,12,4,0.333333333333333,5,1,0.2,3,0.152182676111503,58,NA,0.000415670020276325,0.444916003536693,0.0688562958339835,0.366666666666667,0.233333333333333,63.6666666666667
2025,5,"JAX",1,52,28,24,0.538461538461538,6.03846153846154,7.5,4.33333333333333,0.0416369823101597,-0.0265683713444671,0.121209894907224,0.480769230769231,0.134615384615385,0.269230769230769,0.107142857142857,2,0.0384615384615385,3,9,5,0.555555555555556,14,3,0.214285714285714,10,0.345695135564893,52,NA,-0.0171972822851933,0.438505747126437,0.0941202475685234,0.385185185185185,0.249206349206349,58.3333333333333
2025,6,"JAX",1,67,48,19,0.716417910447761,3.83582089552239,4.10416666666667,3.15789473684211,-0.0637994244001146,-0.0661632392835834,-0.0578276815366147,0.373134328358209,0.0447761194029851,0.402985074626866,0.145833333333333,0,0,2,15,3,0.2,1,0,0,4,0.0428649647551456,67,NA,0.0159576233301465,0.43980693350225,0.0885328001900313,0.362962962962963,0.138095238095238,59
2025,1,"KC",1,57,41,16,0.719298245614035,6.05263157894737,6.07317073170732,6,0.202887476518004,0.0872531926286617,0.499200328984443,0.456140350877193,0.140350877192982,0.350877192982456,0.0487804878048781,0,0,2,13,4,0.307692307692308,9,1,0.111111111111111,3,0.846241626887165,57,NA,NA,NA,NA,NA,NA,NA
2025,2,"KC",1,57,31,26,0.543859649122807,5.15789473684211,5.58064516129032,4.65384615384615,-0.135294011336303,-0.23076017455879,-0.0214689705710296,0.403508771929825,0.12280701754386,0.350877192982456,0.0645161290322581,1,0.0175438596491228,2,12,4,0.333333333333333,7,1,0.142857142857143,0,NA,57,NA,NA,NA,NA,NA,NA,NA
2025,3,"KC",1,63,39,24,0.619047619047619,4.88888888888889,5.15384615384615,4.45833333333333,0.1437034521512,0.211046336171775,0.0342712656177658,0.492063492063492,0.0793650793650794,0.349206349206349,0.0512820512820513,0,0,1,14,8,0.571428571428571,6,1,0.166666666666667,9,-0.149692158437214,63,NA,0.0704323057776337,0.450570871623503,0.11417432470064,0.404151404151404,0.14021164021164,59
2025,4,"KC",1,66,38,28,0.575757575757576,5.75757575757576,6.94736842105263,4.14285714285714,0.264348588040379,0.426025220239814,0.0449303014840033,0.454545454545455,0.0606060606060606,0.242424242424242,0.0263157894736842,0,0,4,14,5,0.357142857142857,19,4,0.210526315789474,9,0.195445215942439,66,NA,0.0909193429517587,0.450039239512924,0.0875927191716665,0.420634920634921,0.173350041771094,62
2025,5,"KC",1,61,41,20,0.672131147540984,7.77049180327869,7.75609756097561,7.8,0.236831848863627,0.0649833461985265,0.589121279327082,0.672131147540984,0.147540983606557,0.245901639344262,0,1,0.0163934426229508,5,9,5,0.555555555555556,13,5,0.384615384615385,9,0.312896726264929,61,NA,0.214961296351735,0.53958003138331,0.0958373745258991,0.494708994708995,0.253936122357175,63.3333333333333
2025,6,"KC",1,58,33,25,0.568965517241379,6.17241379310345,7.36363636363636,4.6,0.267526656533969,0.471896481418404,-0.00224151231348515,0.551724137931034,0.103448275862069,0.206896551724138,0.0909090909090909,0,0,4,9,4,0.444444444444444,16,4,0.25,6,0.450448503625618,58,NA,0.256235697812658,0.559466913339158,0.103865106691562,0.452380952380952,0.281713900134953,61.6666666666667
2025,1,"LA",1,54,31,23,0.574074074074074,5.35185185185185,6.93548387096774,3.21739130434783,-0.0888853070479214,-0.0229383515355538,-0.177770334042852,0.407407407407407,0.0925925925925926,0.314814814814815,0.0967741935483871,1,0.0185185185185185,2,12,6,0.5,8,2,0.25,8,0.641291055639158,54,NA,NA,NA,NA,NA,NA,NA
2025,2,"LA",1,56,34,22,0.607142857142857,7.67857142857143,8.52941176470588,6.36363636363636,0.292728132330437,0.287646193812558,0.300582037312614,0.482142857142857,0.178571428571429,0.25,0.0294117647058824,1,0.0178571428571429,4,11,5,0.454545454545455,16,3,0.1875,1,-2.19707307696808,56,NA,NA,NA,NA,NA,NA,NA
2025,3,"LA",1,63,33,30,0.523809523809524,5.3015873015873,5.33333333333333,5.26666666666667,-0.0231756435721213,-0.0869447789441228,0.0469704053370804,0.492063492063492,0.111111111111111,0.317460317460317,0.0303030303030303,1,0.0158730158730159,2,10,3,0.3,8,1,0.125,13,0.079782143460203,63,NA,0.0602223939034647,0.460537918871252,0.127425044091711,0.418181818181818,0.1875,57.6666666666667
2025,4,"LA",1,66,43,23,0.651515151515151,7,8.37209302325581,4.43478260869565,0.0754038884995359,0.336053583093341,-0.411897714436709,0.53030303030303,0.121212121212121,0.318181818181818,0.0697674418604651,1,0.0151515151515152,3,12,4,0.333333333333333,4,2,0.5,14,1.00098267797564,66,NA,0.11498545908595,0.501503126503126,0.136964886964887,0.362626262626263,0.270833333333333,61.6666666666667
2025,5,"LA",1,62,47,15,0.758064516129032,7.29032258064516,8.04255319148936,4.93333333333333,0.0559912671422207,0.327250581853781,-0.793954585620668,0.548387096774194,0.145161290322581,0.306451612903226,0.0212765957446809,2,0.032258064516129,3,10,4,0.4,12,3,0.25,7,-0.512286425795043,62,NA,0.0360731706898784,0.523584539713572,0.125828174215271,0.344444444444444,0.291666666666667,63.6666666666667
2025,6,"LA",1,49,28,21,0.571428571428571,4.95918367346939,5.96428571428571,3.61904761904762,-0.0331867793169627,0.0342658990663952,-0.123123683828107,0.469387755102041,0.122448979591837,0.326530612244898,0.0714285714285714,1,0.0204081632653061,2,10,4,0.4,11,2,0.181818181818182,0,NA,49,NA,0.032736125441598,0.516025960726421,0.129607463708846,0.377777777777778,0.310606060606061,59
2025,1,"LAC",1,56,34,22,0.607142857142857,6.01785714285714,7.14705882352941,4.27272727272727,0.222616034973164,0.327926681131569,0.0598632181829007,0.553571428571429,0.0714285714285714,0.303571428571429,0.0882352941176471,0,0,1,11,6,0.545454545454545,7,1,0.142857142857143,6,-0.0829660965542943,56,NA,NA,NA,NA,NA,NA,NA
2025,2,"LAC",1,51,29,22,0.568627450980392,5.94117647058824,8.13793103448276,3.04545454545455,-0.102254965140484,0.350625014216962,-0.699233119748027,0.411764705882353,0.0980392156862745,0.352941176470588,0.0689655172413793,1,0.0196078431372549,2,9,2,0.222222222222222,6,1,0.166666666666667,5,1.09165206755279,51,NA,NA,NA,NA,NA,NA,NA
2025,3,"LAC",1,79,51,28,0.645569620253165,4.62025316455696,5.07843137254902,3.78571428571429,-0.0756317373497136,-0.103496066917704,-0.0248788513508739,0.392405063291139,0.0759493670886076,0.367088607594937,0.0980392156862745,1,0.0126582278481013,2,16,7,0.4375,12,2,0.166666666666667,12,0.119976204616864,79,NA,0.0149097774943219,0.452580399248307,0.0818057180678178,0.401725589225589,0.158730158730159,62
2025,4,"LAC",1,56,42,14,0.75,6.07142857142857,4.42857142857143,11,-0.13750039797248,-0.45956869713319,0.828704499509651,0.410714285714286,0.107142857142857,0.375,0.0476190476190476,2,0.0357142857142857,2,11,4,0.363636363636364,1,0,0,10,0.468697902350686,56,NA,-0.105129033487559,0.404961351629259,0.0937104799725798,0.341119528619529,0.111111111111111,62
2025,5,"LAC",1,63,37,26,0.587301587301587,5.34920634920635,4.89189189189189,6,-0.140444676581602,-0.357778407772452,0.1688379408823,0.396825396825397,0.0952380952380952,0.26984126984127,0.135135135135135,2,0.0317460317460317,1,16,9,0.5625,9,1,0.111111111111111,7,-0.356445602806551,63,NA,-0.117858937301265,0.399981581943607,0.09277677315652,0.454545454545455,0.0925925925925926,66
2025,6,"LAC",1,64,39,25,0.609375,6.296875,6.74358974358974,5.6,0.103991037248707,0.177854124167921,-0.0112353783452666,0.453125,0.125,0.25,0.0256410256410256,1,0.015625,2,15,6,0.4,19,2,0.105263157894737,7,0.0757595378331741,64,NA,-0.0579846791017917,0.420221560846561,0.109126984126984,0.442045454545455,0.0721247563352826,61
2025,1,"LV",1,57,35,22,0.614035087719298,6.42105263157895,8.85714285714286,2.54545454545455,0.123105050013795,0.372145076324349,-0.273094991843906,0.43859649122807,0.175438596491228,0.403508771929825,0.114285714285714,1,0.0175438596491228,2,11,5,0.454545454545455,3,1,0.333333333333333,6,-0.1828380425189,57,NA,NA,NA,NA,NA,NA,NA
2025,2,"LV",1,65,46,19,0.707692307692308,3.35384615384615,3.26086956521739,3.57894736842105,-0.391883261733006,-0.501476698699556,-0.126551782761357,0.307692307692308,0.0923076923076923,0.430769230769231,0.0652173913043478,3,0.0461538461538462,0,18,9,0.5,9,0,0,4,-0.267568996947375,65,NA,NA,NA,NA,NA,NA,NA
2025,3,"LV",1,64,35,29,0.546875,5.5625,7.51428571428571,3.20689655172414,0.0449941284564411,0.349734504758301,-0.322795980873389,0.359375,0.09375,0.375,0.142857142857143,0,0,3,14,3,0.214285714285714,8,2,0.25,7,-0.178464051635404,64,NA,-0.0745946944209233,0.368554599640126,0.120498762932973,0.38961038961039,0.194444444444444,62
2025,4,"LV",1,50,20,30,0.4,7.04,5.85,7.83333333333333,-0.182654464157968,-0.480109176187589,0.0156486771951128,0.54,0.18,0.3,0,4,0.08,3,8,2,0.25,9,2,0.222222222222222,8,-0.0757951626478429,50,NA,-0.176514532478177,0.402355769230769,0.122019230769231,0.321428571428571,0.157407407407407,59.6666666666667
2025,5,"LV",1,63,39,24,0.619047619047619,4.52380952380952,4.71794871794872,4.20833333333333,-0.264383179322792,-0.31195848700319,-0.187073304342145,0.476190476190476,0.0634920634920635,0.317460317460317,0.102564102564103,2,0.0317460317460317,0,13,7,0.538461538461538,14,0,0,6,-0.368750131948426,63,NA,-0.134014505008106,0.458521825396825,0.112414021164021,0.334249084249084,0.157407407407407,59
2025,6,"LV",1,53,25,28,0.471698113207547,4.16981132075472,6.32,2.25,-0.200677994544432,0.0227730551175773,-0.400187860314083,0.39622641509434,0.0566037735849057,0.377358490566038,0.08,1,0.0188679245283019,2,13,6,0.461538461538462,13,2,0.153846153846154,0,NA,53,NA,-0.215905212675064,0.470805630428272,0.100031945692323,0.416666666666667,0.125356125356125,55.3333333333333
2025,1,"MIA",1,46,34,12,0.739130434782609,4.6304347826087,3.97058823529412,6.5,-0.20138605435552,-0.392223427305423,0.339319835669206,0.434782608695652,0.0652173913043478,0.369565217391304,0.0882352941176471,2,0.0434782608695652,1,9,5,0.555555555555556,5,1,0.2,8,-0.236846453364706,46,NA,NA,NA,NA,NA,NA,NA
2025,2,"MIA",1,52,37,15,0.711538461538462,6.88461538461539,8.02702702702703,4.06666666666667,0.169882718400781,0.268435932505324,-0.0732152097237607,0.480769230769231,0.0961538461538462,0.326923076923077,0.135135135135135,1,0.0192307692307692,2,10,4,0.4,2,1,0.5,13,0.431981984449801,52,NA,NA,NA,NA,NA,NA,NA
2025,3,"MIA",1,59,34,25,0.576271186440678,4.67796610169492,4.29411764705882,5.2,0.0535421152017079,0.00433649523149464,0.120461758361198,0.406779661016949,0.0677966101694915,0.288135593220339,0,1,0.0169491525423729,3,15,10,0.666666666666667,10,3,0.3,13,0.29951122460457,59,NA,0.00734625974898968,0.440777166827277,0.0763892825425618,0.540740740740741,0.333333333333333,52.3333333333333
2025,4,"MIA",1,54,25,29,0.462962962962963,5.37037037037037,7.08,3.89655172413793,0.0989457730940508,0.415117755933339,-0.17361628107775,0.388888888888889,0.0925925925925926,0.296296296296296,0,0,0,3,11,4,0.363636363636364,13,3,0.230769230769231,3,-0.569499600077203,54,NA,0.107456868898846,0.425479260225023,0.0855143496386434,0.476767676767677,0.343589743589744,55
2025,5,"MIA",1,53,39,14,0.735849056603774,4.67924528301887,5.87179487179487,1.35714285714286,0.095273431587789,0.294492084423451,-0.459692815597269,0.358490566037736,0.0566037735849057,0.39622641509434,0.0769230769230769,0,0,3,13,5,0.384615384615385,10,2,0.2,4,-0.766163787891855,53,NA,0.0825871066278492,0.384719705314525,0.0723309921156633,0.471639471639472,0.243589743589744,55.3333333333333
2025,6,"MIA",1,54,34,20,0.62962962962963,6.11111111111111,5.82352941176471,6.6,0.0236000294091087,-0.0690793802045789,0.181155025752378,0.425925925925926,0.0925925925925926,0.333333333333333,0.0588235294117647,3,0.0555555555555556,3,10,4,0.4,6,2,0.333333333333333,14,0.505143266349452,54,NA,0.0726064113636495,0.391101793617517,0.0805963195900303,0.382750582750583,0.254700854700855,53.6666666666667
2025,1,"MIN",1,51,25,26,0.490196078431373,5.01960784313725,5.44,4.61538461538461,-0.176886315133175,-0.39265163595978,0.0305803395077909,0.411764705882353,0.117647058823529,0.313725490196078,0.12,1,0.0196078431372549,4,12,3,0.25,9,2,0.222222222222222,4,0.0392834773803111,51,NA,NA,NA,NA,NA,NA,NA
2025,2,"MIN",1,46,27,19,0.58695652173913,4.30434782608696,4.44444444444444,4.10526315789474,-0.450224687012216,-0.6654280477944,-0.14440938484806,0.41304347826087,0.0652173913043478,0.41304347826087,0.222222222222222,3,0.0652173913043478,0,11,4,0.363636363636364,4,0,0,2,0.938308131279453,46,NA,NA,NA,NA,NA,NA,NA
2025,3,"MIN",1,52,25,27,0.480769230769231,6.13461538461539,6.48,5.81481481481481,0.18105909648897,0.2315871752384,0.134273838387647,0.538461538461538,0.134615384615385,0.230769230769231,0.12,0,0,4,11,4,0.363636363636364,11,4,0.363636363636364,6,0.809416556686303,52,NA,-0.14868396855214,0.454423240868254,0.105826611581087,0.325757575757576,0.195286195286195,49.6666666666667
2025,4,"MIN",1,70,50,20,0.714285714285714,5.2,5.88,3.5,0.0371201825789446,0.0531569756043289,-0.00297179998451611,0.442857142857143,0.0714285714285714,0.385714285714286,0.12,2,0.0285714285714286,2,13,4,0.307692307692308,13,2,0.153846153846154,11,-0.0164029528836677,70,NA,-0.0773484693147671,0.464787386526517,0.0904204491161013,0.344988344988345,0.172494172494173,56
2025,5,"MIN",1,58,38,20,0.655172413793103,6.05172413793103,6.63157894736842,4.95,0.130434715945429,0.314729499542845,-0.219725372889661,0.5,0.120689655172414,0.258620689655172,0.0789473684210526,1,0.0172413793103448,3,9,3,0.333333333333333,6,2,0.333333333333333,7,0.807639372302219,58,NA,0.116204665004448,0.493772893772894,0.10891120373879,0.334887334887335,0.283605283605284,60
2025,1,"NE",1,68,50,18,0.735294117647059,4.94117647058824,5.52,3.33333333333333,-0.0660757663609487,-0.00651264885827895,-0.231528870535031,0.411764705882353,0.0588235294117647,0.382352941176471,0.08,1,0.0147058823529412,1,14,4,0.285714285714286,6,1,0.166666666666667,12,0.0550354645817403,68,NA,NA,NA,NA,NA,NA,NA
2025,2,"NE",1,53,26,27,0.490566037735849,6.37735849056604,8.11538461538461,4.7037037037037,0.343923120322916,0.576557698005411,0.119904638110143,0.509433962264151,0.0943396226415094,0.188679245283019,0.115384615384615,0,0,3,12,7,0.583333333333333,11,3,0.272727272727273,2,-0.426760586124146,53,NA,NA,NA,NA,NA,NA,NA
